Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats
Rui Pedro da Rocha Fonte,FC Famalicão,Portugal,Liga NOS (POR 1),69,ST,CF,Normal,Controlled,350.0,0,3,3,M,M,63.0,68,67,70,42,61,"181cm | 5'11""",Lean  (73kg),1,371,1841
Robert Tesche,VfL Osnabrück,Germany,3. Liga (GER 3),69,CDM,CM,Normal,Controlled,400.0,0,2,4,M,H,53.0,66,67,67,69,70,"182cm | 6'0""",Average  (78kg),5,392,1943
Loïc Nestor,Grenoble,France,Ligue 2 (FRA 2),69,CB,0,Normal,Controlled,450.0,2,0,3,M,H,49.0,45,55,56,69,80,"179cm | 5'10""",Average  (70kg),1,354,1718
Kwang Suk Kim,Incheon United,Korea Republic,K League 1 (KOR 1),69,CB,0,Normal,Controlled,0.0,2,0,3,L,H,49.0,42,52,54,69,69,"182cm | 6'0""",Average  (74kg),0,335,1626
Michał Pazdan,Jagiellonia,Poland,Polski Ekstraklasa (POL 1),69,CB,0,Normal,Controlled,350.0,2,0,4,M,H,47.0,44,57,55,69,71,"181cm | 5'11""",Average  (78kg),157,343,1680
Vincenzo Fiorillo,Salernitana,Italy,Serie A TIM,69,GK,0,Normal,Controlled,500.0,1,0,2,M,M,70.0,64,61,72,38,67,"190cm | 6'3""",High & Average+  (79kg),3,372,797
Matty James,Bristol City,England,EFL Championship (ENG 2),69,CM,CDM,Normal,Controlled,500.0,0,3,3,M,M,52.0,62,72,67,66,68,"181cm | 5'11""",Stocky  (86kg),-1,387,1887
Vegar Eggen Hedenstad,Vålerenga Fotball,Norway,Eliteserien (NOR 1),69,RB,"RWB,LB",Normal,Controlled,400.0,0,3,3,H,M,75.0,54,64,67,61,70,"178cm | 5'10""",Lean  (74kg),4,391,1862
Güray Vural,Antalyaspor,Turkey,Süper Lig (TUR 1),69,LB,"LWB,LM",Normal,Explosive,350.0,0,3,3,H,M,77.0,67,69,73,63,63,"177cm | 5'10""",Lean  (65kg),2,412,2002
Raúl Fernández,Granada CF,Spain,LaLiga SmartBank (ESP 2),69,GK,0,Normal,Controlled,350.0,1,0,2,M,M,66.0,66,60,71,40,72,"195cm | 6'5""",High & Average+  (92kg),0,375,869
Gerrit Nauber,Go Ahead Eagles,Germany,Eredivisie,69,CB,0,Normal,Controlled,500.0,2,0,3,M,H,53.0,35,43,47,71,73,"186cm | 6'1""",High & Average  (78kg),1,322,1503
Nathan Thompson,Peterborough,England,EFL League One (ENG 3),69,CB,"RWB,RB",Normal,Controlled,350.0,0,2,2,H,H,70.0,38,54,62,68,80,"177cm | 5'10""",Stocky  (80kg),2,372,1721
Iván Pillud,Racing Club,Argentina,CONMEBOL Sudamericana,69,RB,RWB,Sudamericana,Lengthy,0.0,0,2,2,M,M,63.0,58,65,62,67,74,"178cm | 5'10""",Stocky  (82kg),6,389,1863
Chris Mavinga,Toronto FC,Congo DR,Major League Soccer,69,CB,0,Normal,Lengthy,3400.0,3,0,2,M,M,83.0,39,61,61,67,75,"183cm | 6'0""",Average  (81kg),3,386,1709
Joel Obi,Reggina,Nigeria,Italy Serie B (2),69,CM,LM,Normal,Controlled,350.0,0,3,3,H,H,82.0,67,67,71,70,75,"177cm | 5'10""",Average  (72kg),3,432,2044
Rafael Romo,D.C. United,Venezuela,Major League Soccer,69,GK,0,Normal,Controlled,7000.0,1,0,2,M,M,69.0,61,67,72,36,68,"197cm | 6'6""",High & Average  (85kg),2,373,836
Nicolás Colazo,Gimnasia,Argentina,Primera División (ARG 1),69,LB,"LWB,CM,LM",Normal,Controlled,3000.0,0,3,2,M,M,73.0,63,70,69,62,67,"175cm | 5'9""",Average  (71kg),1,404,1958
Torgeir Børven,Vålerenga Fotball,Norway,Eliteserien (NOR 1),69,ST,CF,Normal,Controlled,350.0,0,2,4,H,L,70.0,69,58,67,33,64,"185cm | 6'1""",High & Average+  (72kg),0,361,1742
Florin Berenguer,Melbourne City,France,A-League (AUS 1),69,CAM,"CDM,CM",Normal,Controlled,400.0,0,3,4,M,M,69.0,63,69,69,55,69,"180cm | 5'11""",Lean  (70kg),3,394,1877
Dario Dumić,SV Sandhausen,Bosnia and Herzegovina,Bundesliga 2 (GER 2),69,CB,0,Normal,Controlled,650.0,2,0,3,M,H,46.0,49,55,46,68,74,"193cm | 6'4""",High & Average  (85kg),0,338,1581
Michael Hoyos,LDU Quito,Argentina,CONMEBOL Sudamericana,69,RM,"CF,RW,ST",Sudamericana,Controlled,10000.0,0,3,3,H,M,77.0,68,65,69,39,70,"181cm | 5'11""",Lean  (76kg),-1,388,1839
Florentin Pogba,ATK Mohun Bagan FC,Guinea,Indian Super League (IND 1),69,CB,0,Normal,Controlled,400.0,2,0,3,M,M,59.0,41,58,56,67,82,"192cm | 6'4""",High & Stocky  (93kg),-69,363,1727
Isaac Cofie,Sivasspor,Ghana,Süper Lig (TUR 1),69,CDM,CM,Normal,Controlled,450.0,0,3,3,M,M,67.0,58,62,64,70,74,"184cm | 6'0""",Lean  (75kg),2,395,1915
Raúl Lizoain Cruz,FC Andorra,Spain,LaLiga SmartBank (ESP 2),69,GK,0,Normal,Controlled,350.0,1,0,2,M,M,67.0,69,63,67,50,69,"188cm | 6'2""",High & Average  (80kg),-1,385,882
Matías Aguirregaray,Peñarol,Uruguay,CONMEBOL Libertadores,69,RB,RWB,Libertadores,Controlled,1700.0,0,3,3,H,L,67.0,58,66,66,67,70,"177cm | 5'10""",Average  (78kg),6,394,1907
Jonas Knudsen,Malmö FF,Denmark,Allsvenskan (SWE 1),69,LB,"CB,LWB",Normal,Lengthy,500.0,0,2,2,H,M,67.0,45,62,60,66,76,"187cm | 6'2""",High & Average  (82kg),4,376,1780
Romain Métanire,Minnesota United,Madagascar,Major League Soccer,69,RB,RWB,Normal,Controlled,10000.0,0,3,2,H,M,74.0,35,64,66,65,75,"178cm | 5'10""",Average  (72kg),3,379,1750
Ryan Allsop,Cardiff City,England,EFL Championship (ENG 2),69,GK,0,Normal,Controlled,400.0,1,0,3,M,M,67.0,68,71,69,42,68,"189cm | 6'2""",High & Average  (80kg),1,385,892
Graeme Shinnie,Wigan Athletic,Scotland,EFL Championship (ENG 2),69,CDM,CM,Normal,Controlled,10000.0,0,3,2,M,H,61.0,55,66,66,67,73,"175cm | 5'9""",Lean  (72kg),2,388,1910
Tendayi Darikwa,Wigan Athletic,Zimbabwe,EFL Championship (ENG 2),69,RWB,"RB,LB",Normal,Controlled,350.0,0,3,4,H,M,88.0,50,61,64,62,78,"188cm | 6'2""",High & Average  (77kg),7,403,1816
Derrick Williams,LA Galaxy,Republic of Ireland,Major League Soccer,69,CB,0,Normal,Lengthy,7900.0,2,0,2,L,H,66.0,46,58,63,66,78,"185cm | 6'1""",High & Average  (75kg),-1,377,1741
Lawrence Thomas,WS Wanderers,Australia,A-League (AUS 1),69,GK,0,Normal,Controlled,400.0,1,0,2,M,M,70.0,68,71,68,35,67,"191cm | 6'3""",High & Average  (91kg),4,379,916
Paweł Wszołek,Legia Warszawa,Poland,Polski Ekstraklasa (POL 1),69,RM,"CF,RW",Normal,Controlled,1000.0,0,3,2,M,L,78.0,63,66,68,54,64,"186cm | 6'1""",High & Average  (77kg),1,393,1831
Virgil Misidjan,FC Twente,Netherlands,Eredivisie,69,RW,"RM,LW",Normal,Explosive,500.0,0,3,4,M,M,87.0,58,62,75,29,57,"173cm | 5'8""",Lean  (70kg),-1,368,1738
Julian Korb,Holstein Kiel,Germany,Bundesliga 2 (GER 2),69,RWB,"RB,RM",Normal,Explosive,400.0,0,3,2,M,M,69.0,51,66,69,62,62,"177cm | 5'10""",Lean  (70kg),2,379,1798
Aleksandar Trajkovski,Al Fayha,FYR Macedonia,MBS Pro League (SAU 1),69,CF,"LM,CAM,ST",Normal,Controlled,300.0,0,3,4,M,L,71.0,72,66,72,26,60,"179cm | 5'10""",Average  (78kg),2,367,1758
Paweł Olkowski,Górnik Zabrze,Poland,Polski Ekstraklasa (POL 1),69,RWB,"RB,RM",Normal,Controlled,300.0,0,3,2,M,M,72.0,57,63,66,65,70,"184cm | 6'0""",Average  (80kg),2,393,1842
Marco Thiede,Karlsruher SC,Germany,Bundesliga 2 (GER 2),69,RB,"RWB,RW",Normal,Explosive,350.0,0,2,3,M,M,70.0,48,66,68,63,65,"178cm | 5'10""",Average  (75kg),2,380,1808
Mason Bennett,Millwall,England,EFL Championship (ENG 2),69,LW,"LM,ST",Normal,Controlled,350.0,0,3,3,H,M,80.0,63,63,69,42,75,"178cm | 5'10""",Average  (64kg),2,392,1830
Michael Ihiekwe,Sheffield Wed,England,EFL League One (ENG 3),69,CB,0,Normal,Lengthy,350.0,2,0,3,M,H,68.0,36,44,56,69,79,"185cm | 6'1""",High & Average  (80kg),1,352,1609
Simon Hedlund,Brøndby IF,Sweden,3F Superliga (DEN 1),69,CF,ST,Normal,Explosive,350.0,0,3,4,H,M,88.0,61,65,71,29,67,"173cm | 5'8""",Lean  (66kg),3,381,1802
Ľubomír Šatka,Lech Poznań,Slovakia,Polski Ekstraklasa (POL 1),69,CB,RB,Normal,Controlled,300.0,0,2,3,M,M,63.0,29,53,53,69,71,"188cm | 6'2""",High & Average  (78kg),1,338,1564
Kristoffer Haugen,Molde FK,Norway,Eliteserien (NOR 1),69,LWB,LB,Normal,Controlled,300.0,0,3,3,H,M,76.0,60,64,64,61,71,"188cm | 6'2""",High & Average  (77kg),0,396,1857
Radosław Murawski,Lech Poznań,Poland,Polski Ekstraklasa (POL 1),69,CDM,CM,Normal,Explosive,350.0,0,3,3,M,M,76.0,57,66,70,64,73,"173cm | 5'8""",Average  (68kg),3,406,1942
Mathieu Michel,Niort,France,Ligue 2 (FRA 2),69,GK,0,Normal,Controlled,350.0,1,0,2,M,M,70.0,67,66,72,49,63,"189cm | 6'2""",High & Average  (84kg),0,387,831
Marco Modolo,Venezia,Italy,Italy Serie B (2),69,CB,0,Normal,Controlled,350.0,2,0,4,M,H,59.0,45,49,48,68,79,"186cm | 6'1""",High & Average  (82kg),1,348,1605
Kevin Wimmer,SK Rapid Wien,Austria,Ö Bundesliga (AUT 1),69,CB,0,Normal,Controlled,450.0,2,0,3,M,M,50.0,27,57,63,68,75,"187cm | 6'2""",High & Average  (85kg),1,340,1565
Benedikt Saller,Jahn Regensburg,Germany,Bundesliga 2 (GER 2),69,RB,RWB,Normal,Controlled,350.0,0,3,3,H,M,75.0,53,65,66,64,66,"178cm | 5'10""",Average  (72kg),3,389,1824
Kristoffer Peterson,Düsseldorf,Sweden,Bundesliga 2 (GER 2),69,LM,LW,Normal,Controlled,300.0,0,4,2,M,L,80.0,70,63,72,35,64,"185cm | 6'1""",High & Average+  (72kg),10,384,1837
André Rømer,IF Elfsborg,Denmark,Allsvenskan (SWE 1),69,CDM,CM,Normal,Controlled,400.0,0,2,3,M,H,64.0,56,63,64,65,77,"186cm | 6'1""",High & Average  (78kg),-1,389,1843
David Kinsombi,SV Sandhausen,Germany,Bundesliga 2 (GER 2),69,CM,CDM,Normal,Controlled,450.0,0,3,3,H,M,68.0,62,63,71,65,74,"183cm | 6'0""",Average  (74kg),2,403,1888
Casasola,Perugia,Argentina,Italy Serie B (2),69,RWB,"RB,RM",Normal,Lengthy,350.0,0,2,3,H,H,63.0,51,66,65,67,77,"189cm | 6'2""",High & Average  (80kg),1,389,1790
DeAndre Yedlin,Inter Miami CF,United States,Major League Soccer,69,RB,RWB,Normal,Explosive,500.0,0,2,2,H,M,90.0,51,56,65,64,70,"172cm | 5'8""",Average  (75kg),27,396,1868
Francisco Calvo,Konyaspor,Costa Rica,Süper Lig (TUR 1),69,CB,0,Normal,Lengthy,500.0,2,0,3,H,M,64.0,44,60,64,66,79,"180cm | 5'11""",Average  (79kg),6,377,1799
Jamie Allen,Coventry City,England,EFL Championship (ENG 2),69,CM,"CAM,RW",Normal,Explosive,350.0,0,2,3,H,H,76.0,58,67,71,65,71,"170cm | 5'7""",Short & Lean-  (66kg),2,408,1929
Brad Stuver,Austin FC,United States,Major League Soccer,69,GK,0,Normal,Controlled,400.0,1,0,1,M,M,69.0,70,66,69,47,67,"191cm | 6'3""",High & Average+  (81kg),0,388,820
Darijan Bojanić,Hammarby IF,Sweden,Allsvenskan (SWE 1),69,CM,CDM,Normal,Controlled,500.0,0,3,4,L,L,43.0,63,76,69,57,64,"182cm | 6'0""",Stocky  (74kg),4,372,1828
Nicolai Poulsen,Aarhus AGF,Denmark,3F Superliga (DEN 1),69,CDM,CM,Normal,Controlled,350.0,0,2,3,M,H,54.0,50,64,66,64,79,"180cm | 5'11""",Average  (79kg),2,377,1799
Simon Gustafson,BK Häcken,Sweden,Allsvenskan (SWE 1),69,CAM,CM,Normal,Controlled,350.0,0,3,3,M,M,60.0,69,71,69,54,69,"185cm | 6'1""",High & Average  (80kg),3,392,1888
Sebastián Sáez,Unión La Calera,Argentina,CONMEBOL Sudamericana,69,ST,CF,Sudamericana,Controlled,3000.0,0,3,3,H,L,66.0,69,51,67,25,68,"178cm | 5'10""",Average  (80kg),1,346,1650
Abdallah Ndour,FCSM,Senegal,Ligue 2 (FRA 2),69,LB,"RB,LWB",Normal,Controlled,350.0,0,2,3,M,M,72.0,32,63,67,67,69,"186cm | 6'1""",High & Average+  (70kg),0,370,1738
Glen Rea,Luton Town,Republic of Ireland,EFL Championship (ENG 2),69,CDM,"CB,CM",Normal,Lengthy,10000.0,0,2,3,M,H,63.0,32,54,61,71,76,"184cm | 6'0""",Average  (73kg),2,357,1633
Xavier Quintillà Guasch,Santa Clara,Spain,Liga NOS (POR 1),69,LB,"LWB,LM",Normal,Controlled,400.0,0,2,3,M,M,69.0,53,64,68,66,65,"183cm | 6'0""",Lean  (70kg),0,385,1849
William Mendieta,Libertad,Paraguay,CONMEBOL Libertadores,69,CAM,RM,Libertadores,Controlled,400.0,0,3,4,M,M,65.0,68,68,70,31,61,"179cm | 5'10""",Average  (77kg),1,363,1711
Dario Župarić,Portland Timbers,Croatia,Major League Soccer,69,CB,0,Normal,Controlled,350.0,2,0,4,M,M,47.0,21,46,56,68,79,"185cm | 6'1""",High & Average  (84kg),1,317,1452
Dardo Miloc,Arsenal,Argentina,Primera División (ARG 1),69,CDM,CM,Normal,Controlled,2500.0,0,3,3,M,H,60.0,46,60,64,66,76,"177cm | 5'10""",Average  (74kg),3,372,1749
Bartosz Kapustka,Legia Warszawa,Poland,Polski Ekstraklasa (POL 1),69,CAM,CF,Normal,Explosive,350.0,0,3,3,M,M,80.0,61,67,70,37,56,"180cm | 5'11""",Lean  (72kg),1,371,1751
Federico Carrizo,Cerro Porteño,Argentina,CONMEBOL Libertadores,69,LM,"RM,ST,LW",Libertadores,Explosive,400.0,0,4,4,H,L,83.0,63,67,70,46,64,"169cm | 5'7""",Short & Lean  (61kg),2,393,1885
Riccardo Gagliolo,Reggina,Sweden,Italy Serie B (2),69,CB,"LB,LWB",Normal,Controlled,550.0,0,2,4,L,M,67.0,50,53,63,69,69,"180cm | 5'11""",Average  (75kg),1,371,1732
Gilles Dewaele,Standard Liège,Belgium,1A Pro League (BEL 1),69,RB,"RWB,RM",Normal,Controlled,900.0,0,2,3,M,M,71.0,61,60,57,65,70,"182cm | 6'0""",Lean  (74kg),2,384,1795
Kemar Lawrence,Minnesota United,Jamaica,Major League Soccer,69,LB,"CB,LWB",Normal,Controlled,450.0,0,3,3,M,M,84.0,47,62,65,63,75,"178cm | 5'10""",Average  (73kg),1,396,1854
Assan Ceesay,Lecce,Gambia,Serie A TIM,69,ST,CF,Normal,Controlled,300.0,0,2,2,M,M,87.0,68,60,64,34,66,"189cm | 6'2""",High & Average+  (74kg),22,379,1770
Óscar Whalley,CD Lugo,Spain,LaLiga SmartBank (ESP 2),69,GK,0,Normal,Controlled,350.0,1,0,3,M,M,71.0,67,69,74,49,65,"190cm | 6'3""",High & Average  (82kg),3,395,912
Gennaro Tutino,Parma,Italy,Italy Serie B (2),69,ST,"CF,LW",Normal,Controlled,5000.0,0,3,3,H,L,79.0,70,68,72,35,64,"177cm | 5'10""",Average  (76kg),3,388,1851
Adam Lundqvist,Houston Dynamo,Sweden,Major League Soccer,69,LB,LWB,Normal,Controlled,0.0,0,2,2,H,M,69.0,52,63,63,67,61,"175cm | 5'9""",Lean  (65kg),1,375,1856
Alex Castro,Nacional,Colombia,CONMEBOL Libertadores,69,LW,"RM,LM,RW",Libertadores,Explosive,3000.0,0,3,3,H,M,81.0,61,66,72,37,56,"170cm | 5'7""",Short & Lean-  (69kg),-2,373,1741
Mory Diaw,Clermont,France,Ligue 1,69,GK,0,Normal,Controlled,7500.0,1,0,2,M,M,71.0,69,67,73,43,67,"197cm | 6'6""",High & Average  (98kg),3,390,870
Jordan Hugill,Norwich,England,EFL Championship (ENG 2),69,ST,CF,Normal,Lengthy,4400.0,0,3,3,H,H,65.0,67,54,65,38,84,"183cm | 6'0""",Stocky  (85kg),-2,373,1759
Bill Tuiloma,Portland Timbers,New Zealand,Major League Soccer,69,CB,RB,Normal,Lengthy,8000.0,0,2,4,H,M,60.0,53,64,59,69,76,"178cm | 5'10""",Stocky  (79kg),1,381,1793
Gabriele Moncini,Spal,Italy,Italy Serie B (2),69,ST,CF,Normal,Controlled,350.0,0,3,3,H,M,78.0,69,56,67,37,66,"183cm | 6'0""",Average  (75kg),-2,373,1768
Emanuel Cecchini,Gimnasia,Argentina,Primera División (ARG 1),69,CM,CDM,Normal,Controlled,2500.0,0,3,2,M,M,64.0,64,68,68,71,71,"178cm | 5'10""",Average  (77kg),1,406,1904
Jonathan Iglesias,Paris FC,Uruguay,Ligue 2 (FRA 2),69,CDM,CAM,Normal,Controlled,350.0,0,3,3,M,H,54.0,59,68,65,65,64,"170cm | 5'7""",Short & Lean  (69kg),0,375,1798
Rene Renner,LASK,Austria,Ö Bundesliga (AUT 1),69,LB,"LWB,LM",Normal,Controlled,400.0,0,3,3,M,M,81.0,61,64,67,62,66,"182cm | 6'0""",Lean  (69kg),3,401,1905
Marco Schuster,SC Paderborn 07,Germany,Bundesliga 2 (GER 2),69,CDM,"RM,CM",Normal,Controlled,350.0,0,2,3,M,H,69.0,53,61,67,65,75,"179cm | 5'10""",Average  (77kg),1,390,1823
Timon Wellenreuther,Feyenoord,Germany,Eredivisie,69,GK,0,Normal,Controlled,400.0,1,0,4,M,M,70.0,67,65,71,53,66,"188cm | 6'2""",High & Average  (80kg),9,392,882
Ali Şaşal Vural,Sivasspor,Turkey,Süper Lig (TUR 1),69,GK,0,Normal,Controlled,350.0,1,0,2,M,M,70.0,66,61,74,46,69,"187cm | 6'2""",High & Average  (68kg),2,386,890
Andreas Gruber,FK Austria Wien,Austria,Ö Bundesliga (AUT 1),69,CF,"RM,ST",Normal,Explosive,400.0,0,3,3,H,M,82.0,68,67,70,34,63,"174cm | 5'9""",Average  (70kg),1,384,1872
Godswill Ekpolo,IFK Norrköping,Nigeria,Allsvenskan (SWE 1),69,RWB,"RB,CB",Normal,Lengthy,7800.0,0,3,3,H,M,77.0,37,57,62,65,80,"180cm | 5'11""",Average  (73kg),4,378,1739
Jeppe Tverskov,Odense BK,Denmark,3F Superliga (DEN 1),69,CB,0,Normal,Controlled,1300.0,2,0,3,M,M,46.0,43,55,60,69,75,"185cm | 6'1""",High & Average  (85kg),2,348,1634
Janik Bachmann,SV Sandhausen,Germany,Bundesliga 2 (GER 2),69,CDM,"CM,CAM",Normal,Controlled,400.0,0,2,2,M,H,61.0,55,58,57,67,82,"196cm | 6'5""",High & Average  (84kg),3,380,1728
Florian Miguel,SD Huesca,France,LaLiga SmartBank (ESP 2),69,LB,"CB,LWB",Normal,Controlled,300.0,0,2,2,H,M,70.0,50,61,67,66,73,"179cm | 5'10""",Lean  (70kg),1,387,1814
Javier Muñoz Jiménez,SD Eibar,Spain,LaLiga SmartBank (ESP 2),69,CDM,CM,Normal,Controlled,350.0,0,3,4,M,M,69.0,63,68,70,62,67,"175cm | 5'9""",Average  (69kg),1,399,1868
Bilal Boutobba,Niort,France,Ligue 2 (FRA 2),69,RM,RW,Normal,Explosive,400.0,0,4,4,M,L,74.0,63,68,76,22,36,"172cm | 5'8""",Lean  (65kg),2,339,1618
Lucas Sosa,Barcelona SC,Argentina,CONMEBOL Sudamericana,69,CB,LB,Sudamericana,Lengthy,10000.0,0,2,2,L,M,69.0,37,56,58,68,75,"179cm | 5'10""",Lean  (77kg),3,363,1641
Sergio Santos,FC Cincinnati,Brazil,Major League Soccer,69,ST,"CF,LW",Normal,Controlled,400.0,0,3,4,H,M,90.0,63,55,70,26,70,"180cm | 5'11""",Average  (77kg),20,374,1668
Papagiannopoulos,AIK,Sweden,Allsvenskan (SWE 1),69,CB,0,Normal,Lengthy,350.0,2,0,4,M,M,67.0,39,56,60,66,78,"190cm | 6'3""",High & Average  (88kg),6,366,1676
Robin Maulun,SC Cambuur,France,Eredivisie,69,CM,CAM,Normal,Controlled,350.0,0,3,3,M,M,65.0,61,70,71,57,56,"176cm | 5'9""",Average  (67kg),2,380,1838
Nicolai Rapp,Werder Bremen,Germany,Bundesliga,69,CDM,"CB,CM",Normal,Controlled,4800.0,0,2,3,M,M,54.0,42,56,59,70,73,"186cm | 6'1""",High & Average  (81kg),4,354,1665
Mbenza,Sp. Charleroi,Belgium,1A Pro League (BEL 1),69,RM,"LM,RW,ST",Normal,Controlled,500.0,0,3,3,M,M,82.0,67,67,69,36,61,"187cm | 6'2""",High & Average  (77kg),0,382,1780
Keshi Anderson,Blackpool,England,EFL Championship (ENG 2),69,LM,"CM,CAM,LW",Normal,Explosive,400.0,0,3,3,H,M,83.0,63,62,71,54,59,"175cm | 5'9""",Average  (71kg),6,392,1829
Jake Clarke-Salter,QPR,England,EFL Championship (ENG 2),69,CB,0,Normal,Lengthy,400.0,2,0,3,M,M,65.0,33,51,49,70,73,"188cm | 6'2""",High & Average+  (70kg),0,341,1546
Svilar,Roma FC,Serbia,Serie A TIM,69,GK,0,Normal,Controlled,650.0,1,0,3,M,M,72.0,65,63,71,58,66,"189cm | 6'2""",High & Average  (83kg),7,395,986
Paolo Ghiglione,Cremonese,Italy,Serie A TIM,69,RM,"RB,RW",Normal,Controlled,1200.0,0,3,2,M,M,80.0,52,65,69,65,64,"191cm | 6'3""",High & Average+  (80kg),-2,395,1794
Fabrice-Jean Picault,Houston Dynamo,United States,Major League Soccer,69,RW,"RM,LM",Normal,Explosive,0.0,0,3,3,H,M,87.0,65,62,71,40,49,"173cm | 5'8""",Lean  (64kg),1,374,1792
Chiedozie Ogbene,Rotherham Utd,Republic of Ireland,EFL Championship (ENG 2),69,RWB,RB,Normal,Controlled,350.0,0,3,4,H,L,91.0,58,62,70,56,73,"181cm | 5'11""",Lean  (75kg),28,410,1861
Bruno Pittón,CS Emelec,Argentina,CONMEBOL Libertadores,69,LB,"LWB,LM",Libertadores,Controlled,3200.0,0,3,2,H,M,73.0,65,67,64,63,64,"177cm | 5'10""",Average  (74kg),1,396,1932
Charles Traoré,FC Nantes,Mali,Ligue 1,69,LB,LWB,Normal,Controlled,350.0,0,2,2,M,M,68.0,33,54,64,70,75,"180cm | 5'11""",Lean  (74kg),2,364,1675
Mark Brink,Silkeborg IF,Denmark,3F Superliga (DEN 1),69,CM,0,Normal,Controlled,400.0,2,0,3,M,M,65.0,55,66,69,62,68,"174cm | 5'9""",Average  (73kg),1,385,1846
Ramiro Macagno,Newell's,Argentina,Primera División (ARG 1),69,GK,0,Normal,Controlled,0.0,1,0,2,M,M,70.0,67,60,69,30,68,"185cm | 6'1""",High & Average+  (77kg),0,364,682
Jérémy Gélin,Amiens SC,France,Ligue 2 (FRA 2),69,CB,CDM,Normal,Controlled,400.0,0,2,3,M,M,45.0,36,66,61,70,65,"183cm | 6'0""",Average  (79kg),1,343,1646
Samuel Grandsir,LA Galaxy,France,Major League Soccer,69,LM,"RM,LW",Normal,Explosive,9900.0,0,3,3,H,M,88.0,59,65,72,46,63,"170cm | 5'7""",Short and Balanced   (65kg),5,393,1838
Carlos Pomares Rayo,R. Oviedo,Spain,LaLiga SmartBank (ESP 2),69,LB,"LWB,LM",Normal,Lengthy,350.0,0,2,3,M,H,76.0,53,59,59,64,79,"182cm | 6'0""",Average  (74kg),-2,390,1777
Jacob Sørensen,Norwich,Denmark,EFL Championship (ENG 2),69,CDM,"LB,CM",Normal,Controlled,350.0,0,3,3,M,H,65.0,53,63,67,68,72,"184cm | 6'0""",Lean  (77kg),2,388,1855
Jonathan Okita,FC Zürich,Congo DR,Raiffeisen Super L. (SUI 1),69,RW,"RM,LW",Normal,Controlled,350.0,0,3,3,H,L,84.0,64,59,71,22,68,"181cm | 5'11""",Average  (75kg),5,368,1685
Robin Bormuth,Kaiserslautern,Germany,Bundesliga 2 (GER 2),69,CB,0,Normal,Lengthy,300.0,2,0,3,L,M,69.0,25,40,49,70,73,"190cm | 6'3""",High & Average  (87kg),3,326,1511
Mamadou Fall,Kasimpaşa,Senegal,Süper Lig (TUR 1),69,RW,"RM,LM",Normal,Controlled,450.0,0,3,3,H,M,87.0,64,61,69,37,73,"184cm | 6'0""",Lean  (72kg),2,391,1785
Sami Al Najai,Al Nassr,Saudi Arabia,MBS Pro League (SAU 1),69,CAM,RM,Normal,Controlled,300.0,0,3,4,M,M,73.0,65,64,70,57,63,"176cm | 5'9""",Average  (68kg),0,392,1836
Lluís López Mármol,R. Zaragoza,Spain,LaLiga SmartBank (ESP 2),69,CB,CDM,Normal,Controlled,500.0,0,2,3,L,M,65.0,36,56,61,70,71,"182cm | 6'0""",Average  (79kg),1,359,1663
Gonzalo Maroni,San Lorenzo,Argentina,Primera División (ARG 1),69,CAM,LW,Normal,Explosive,4000.0,0,3,2,M,L,76.0,55,66,75,43,55,"175cm | 5'9""",Average  (70kg),1,370,1749
El Mahdioui,Al Taawoun,Netherlands,MBS Pro League (SAU 1),69,CDM,CM,Normal,Controlled,1200.0,0,3,4,H,M,65.0,52,69,69,62,67,"182cm | 6'0""",Average  (71kg),2,384,1831
Mamadou Fofana,Amiens SC,Mali,Ligue 2 (FRA 2),69,CB,0,Normal,Controlled,350.0,2,0,3,L,H,64.0,31,54,61,69,76,"186cm | 6'1""",High & Average+  (75kg),0,355,1638
Marwane Saadane,Al Fateh,Morocco,MBS Pro League (SAU 1),69,CB,CDM,Normal,Lengthy,400.0,0,2,3,M,H,57.0,49,60,61,66,83,"187cm | 6'2""",High & Average  (75kg),2,376,1769
Patrick Burner,Nîmes Olympique,France,Ligue 2 (FRA 2),69,RB,RWB,Normal,Controlled,650.0,0,3,3,H,L,80.0,55,61,70,63,73,"170cm | 5'7""",Short & Lean-  (61kg),1,402,1874
Iván Gómez,Club Atlético Platense,Argentina,Primera División (ARG 1),69,CDM,CM,Normal,Controlled,3300.0,0,3,3,H,H,60.0,59,60,70,68,70,"167cm | 5'6""",Short & Lean  (60kg),0,387,1828
Norberto Briasco,Boca Juniors,Armenia,CONMEBOL Libertadores,69,ST,"RM,CF,RW",Libertadores,Controlled,500.0,0,3,2,M,M,77.0,66,60,71,23,69,"182cm | 6'0""",Average  (80kg),1,366,1701
Cristian González,Santa Clara,Uruguay,Liga NOS (POR 1),69,CB,0,Normal,Lengthy,0.0,2,0,3,M,H,66.0,35,55,56,70,72,"185cm | 6'1""",High & Average+  (80kg),0,354,1653
Diego Wayar,The Strongest,Bolivia,CONMEBOL Libertadores,69,RB,"RWB,CDM",Libertadores,Controlled,600.0,0,2,3,M,M,63.0,35,62,59,68,58,"173cm | 5'8""",Lean  (65kg),1,345,1639
